Category,Sentence,Severity Level
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
Feeling tired or having little energy,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Poor appetite or overeating,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",জীবনের ছোট ছোট জিনিস এখন অনেক গুরুত্বপূর্ণ মনে হয়।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Trouble concentrating on things,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Poor appetite or overeating,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
"Feeling down,Depressed, or hopeless",কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Poor appetite or overeating,ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much","অফিসে আজ কাজের চাপ ছিল, কিন্তু তবুও দিনটা সুন্দর কেটেছে।",Not Depressed
Little interest or pleasure in doing things,"কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much","নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Little interest or pleasure in doing things,"সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
Feeling tired or having little energy,প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Poor appetite or overeating,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
Feeling tired or having little energy,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much","কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
Feeling tired or having little energy,প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
